id,n24_t,rev24_t,elpsdm_t_t_1,revlast_t_t_1,ordfreq,ordcat,response
1,0.6931471805599453,3.4011973816621555,0.0,4.47213595499958,1,6,1
2,3.2188758248682006,5.332718793265369,0.0,4.47213595499958,1,6,0
3,1.6094379124341003,3.9512437185814275,0.0,3.872983346207417,1,6,0
4,2.3978952727983707,4.653960350157523,0.0,3.872983346207417,1,6,0
5,0.6931471805599453,3.4657359027997265,0.0,4.123105625617661,1,6,0
6,1.9459101490553132,4.290459441148391,0.6931471805599453,4.47213595499958,1,6,1
7,1.791759469228055,4.356708826689592,0.6931471805599453,4.242640687119285,1,6,1
8,0.6931471805599453,3.6888794541139363,0.6931471805599453,5.0,1,7,1
9,2.3978952727983707,5.093750200806762,0.6931471805599453,4.47213595499958,1,6,1
10,1.791759469228055,4.867534450455582,0.6931471805599453,4.47213595499958,1,6,1
11,2.5649493574615367,4.61512051684126,0.6931471805599453,4.123105625617661,1,6,1
12,2.5649493574615367,5.1298987149230735,0.6931471805599453,4.123105625617661,1,6,1
13,2.5649493574615367,4.867534450455582,0.6931471805599453,5.830951894845301,1,7,1
14,2.5649493574615367,4.919980925828125,0.6931471805599453,4.47213595499958,1,6,1
15,0.6931471805599453,4.007333185232471,0.6931471805599453,5.916079783099616,1,7,1
16,2.995732273553991,4.962844630259907,0.6931471805599453,3.872983346207417,1,6,1
17,2.3978952727983707,4.867534450455582,0.6931471805599453,4.47213595499958,1,6,1
18,2.4849066497880004,4.51085950651685,0.6931471805599453,3.872983346207417,1,6,1
19,1.0986122886681098,3.258096538021482,0.6931471805599453,3.872983346207417,1,6,1
20,1.3862943611198906,4.007333185232471,0.6931471805599453,4.47213595499958,1,6,1
21,1.0986122886681098,3.7612001156935624,0.6931471805599453,3.872983346207417,1,6,1
22,1.791759469228055,4.007333185232471,0.6931471805599453,4.47213595499958,1,6,1
23,0.6931471805599453,3.2188758248682006,0.6931471805599453,3.872983346207417,1,6,1
24,3.044522437723423,4.762173934797756,0.6931471805599453,3.1622776601683795,1,5,0
25,2.4849066497880004,5.14166355650266,0.6931471805599453,4.47213595499958,1,6,0
26,1.6094379124341003,4.290459441148391,0.6931471805599453,5.0,1,7,0
27,0.6931471805599453,3.4011973816621555,0.6931471805599453,3.872983346207417,1,6,0
28,2.6390573296152584,5.313205979041787,0.6931471805599453,5.0,1,7,0
29,0.6931471805599453,3.2188758248682006,0.6931471805599453,3.872983346207417,1,6,0
30,1.6094379124341003,3.8918202981106265,0.6931471805599453,3.872983346207417,1,6,0
31,2.6390573296152584,4.574710978503383,0.6931471805599453,3.4641016151377544,1,5,0
32,2.772588722239781,5.159055299214529,0.6931471805599453,5.0,1,7,0
33,1.791759469228055,5.049856007249537,0.6931471805599453,4.242640687119285,1,6,0
34,1.6094379124341003,4.127134385045092,0.6931471805599453,4.47213595499958,1,6,0
35,2.1972245773362196,4.5217885770490405,0.6931471805599453,4.47213595499958,1,6,0
36,2.0794415416798357,4.634728988229636,0.6931471805599453,3.872983346207417,1,6,0
37,3.1354942159291497,5.064176061024286,0.6931471805599453,3.4641016151377544,1,5,0
38,3.091042453358316,5.0106352940962555,0.6931471805599453,3.4641016151377544,1,5,0
39,2.0794415416798357,4.820281565605037,0.6931471805599453,5.0,1,7,0
40,1.3862943611198906,4.700480365792417,0.6931471805599453,5.477225575051661,2,7,0
41,1.3862943611198906,3.784189633918261,0.6931471805599453,4.242640687119285,1,6,0
42,1.9459101490553132,4.248495242049359,0.6931471805599453,4.47213595499958,1,6,0
43,1.0986122886681098,5.075173815233827,0.6931471805599453,10.0,1,7,0
44,2.9444389791664403,5.3471075307174685,0.6931471805599453,3.7416573867739413,1,5,0
45,1.3862943611198906,4.143134726391533,0.6931471805599453,5.0,1,7,0
46,1.0986122886681098,3.8066624897703196,0.6931471805599453,5.0,1,7,0
47,1.9459101490553132,4.605170185988092,0.6931471805599453,5.0,1,7,0
48,2.9444389791664403,4.663439094112067,0.6931471805599453,3.4641016151377544,1,5,0
